SIGN,DATE,TEXT
capricorn,2014-08-23,You can see a relationship meltdown in the making and may do your best to sidestep any sort of melodrama. But somehow you might be pulled into a complicated web of feelings anyhow. The tension is obvious but how to resolve it is not. Keep in mind you can't fix today's problems with a shortsighted approach. Concentrating on the horizon offers the best chance for finding the long-term solution you seek.
aquarius,2014-08-23,"It's really true that all things must pass, but why does it seem that the good times roll on so much faster than the rest? You might wish that relationships could always be lighthearted. But now comes the hard work of establishing depth of feeling, although the intensity makes you want to bolt. Nevertheless, stay with the process even if it's temporarily discomforting. An emotional metamorphosis brings new levels of intimacy if you give it a real chance."
pisces,2014-08-23,"You might try to ignore the practical considerations of your finances today, even if you make a big deal about wanting to attend to all the details. You could successfully delay the work in front of you, but reality won't take no for an answer now. You must manage your response by staying away from extremes. Whatever resistance you experience at first, it becomes easier to make a concrete plan once you start. Trust your common sense and you can't go wrong."
aries,2014-08-24,"You have so many plates spinning on sticks today that you can't keep up with all of them. Although the playful Leo Moon encourages you to stir up some fun, you could quickly realize that making time for yourself isn't going to be as easy as you thought. Nevertheless, you spontaneous Rams are able to respond to unforeseen circumstances better than anyone. However, before you accept a surprise invitation, consider what you may need to give up in order to add something else to your busy schedule. Choose quality over quantity and you can't go wrong."
taurus,2014-08-24,"It may feel like the perfect day to stay at home and focus on long overdue creative projects. Even if you decide to head out today, your daydreams follow you around everywhere you go. Your current need for social interaction conflicts with your desire for solitude now. Rather than attempting to choose between your inner and outer worlds, be present in both realms and see where your flexible approach takes you."
gemini,2014-08-24,"You're buzzing around like a bee without much to show for your work yet; however, you haven't lost sight of your larger goals. But your need for tangible results grows so insistent now that you might have to modify your schedule sooner than you wish. You know what you want to do but could run out of energy too soon. Stop wasting your precious time on superfluous distractions. Come back to the hive and focus on the real task at hand instead of escaping into the field of possibilities."
cancer,2014-08-24,"Dealing with a personal financial matter in a creative manner might bring you the positive results you seek. However, thinking too far outside of the box today could tumble your precarious house of cards. It's possible that you haven't thought your plan through as carefully as you should. Still, you may be able to find a way to maneuver around an obstacle that has prevented you from buying something you want. It's better to be safe than sorry; your current purchase is likely a smart move now as long as you're not fooling yourself."
leo,2014-08-24,"You're doing your best to keep your plans to yourself today, but people seem to know what you're thinking anyhow. Although you usually don't hide in the shadows, it's not like you  always want to broadcast your feelings on the evening news either. However, everyone is  reading your thoughts now as if they have been printed and pinned to your forehead. Nevertheless, there's no reason to avoid engaging with others, for the give and take can actually help you clarify what you truly want. Don't let your pride stop you from connecting with those you love."
virgo,2014-08-24,"You're not saying everything that's on your mind today and you have good reason for your secrecy. Other people may mistakenly believe that you're already telling the whole story, but that's merely a false assumption. Meanwhile, you realize that it's more advantageous to circumvent a conflict now than it is to reveal all your true emotions. Enjoy the twists and turns of your thoughts without feeling the need to rock the boat."
libra,2014-08-24,"You may believe you are at a point of no return, but you can't put your finger on anything unusual that's happening right now. Nevertheless, you might need to make a decision within the next few days that could have long-lasting impact on your earning power. You're extremely optimistic about the eventual outcome, but could be seriously concerned about the immediate future. Don't let the weight of your current responsibilities negatively influence the potential for success."
scorpio,2014-08-24,"Handling an internal conflict between your head and your heart is likely quite familiar to you. Logically, you know what you should do today and are resigned to play your hand accordingly. But emotionally, you aren't as certain. There are aspects of your future that are quite appealing and you don't want to jeopardize what you already have in place. This is not the best time to turn everything upside down just because you are unsure of your path. Patience, grasshopper; clarity will arrive sooner than you expect."
sagittarius,2014-08-24,"Stepping into a leadership role is natural today because you could persuade others to join you on nearly any venture you conjure up. At first blush, relying on your charm seems like a great idea since you appear to be at the top of your game. However, real danger may be lurking in the shadows if you go off on an ill-conceived adventure with your entourage in tow. Stop yourself before you do something everyone might regret. Taking the right preventive medicine is healthier now than trying to manage the unpleasant symptoms that will manifest later on."
capricorn,2014-08-24,"You are not content to hang out splashing around in shallow waters today. You're being called into the deeper mysteries, where spiritual meaning overshadows the primacy of reality itself. This journey may not be an easy one; an old emotional wound might come back to haunt you when you least expect it. Healing can occur on many levels if you are willing to accept a surprise visitation from your past as a blessing in disguise."
aquarius,2014-08-24,"Nearly everything you do creates an immediate reaction now with three planets clustered in your 7th House of Relationships. But the responses you receive from others aren't necessarily what you expect. You need to manage things as they happen, even if it takes time and energy from previously scheduled activities. Don't try to stick to a predetermined timetable; as frustrated as you might be by the distractions, there may not be much you can do to change the course of events today. Relaxing the reigns of control helps to ease the tension for everyone involved."
pisces,2014-08-24,"There's no escaping into familiar fantasies today because you have important responsibilities to fulfill. Nevertheless, no one can take away your irrepressible desire to dream. It's just that you're continually snapped back into the real world each time you drift away, for there are pressing issues that demand your attention. The deadlines are real, so stay on task as much as possible now. Hang in there; thankfully, the current sense of urgency will begin to fade after tomorrow's New Moon."
aries,2014-08-25,"You're eager to explore new territory, but the cautious Virgo New Moon falls in your 6th House of Habits, holding you back until you have enough information to make an informed decision. Unfortunately, initiating change is impossible if you are too attached to your old routine. Thankfully, you could successfully launch a new project if you can pursue your unconventional ideas in a controlled manner. Your frustration with delays could dissipate quickly once you accept the limitations of your current circumstances and demonstrate your willingness to work within them."
taurus,2014-08-25,"You must be extra attentive to other people's feelings now if you want your relationships to grow this week. You might believe that rules are for everyone else except you while your key planet Venus resonates with rebellious Uranus. Although the Virgo New Moon dances in your 5th House of Love and Creativity, an authority figure might sweep in and rain on your parade. But if you're willing to put in the extra effort, you could be rewarded with a magical experience. Keep up the good work; finding pleasure is easier when you're doing something of value."
gemini,2014-08-25,"You want all your plans to unfold perfectly today, but your disappointment won't likely show if the results of your work fall short of your expectations. The exacting Virgo New Moon influences your 4th House of Security, pressuring you to reconsider the details of your schedule one more time. But even with plenty of preparation, you still won't be able to anticipate what happens next. Letting go of your preconceived notions eases your worry while also adding an edge of excitement to your day. Spontaneity is your friend."
cancer,2014-08-25,"You can't allow distractions to pull you off course today because people are depending on you to deliver on your promises. However, the pace of events and the variety of interactions in your life are on the upswing as the Virgo New Moon activates your 3rd House of Immediate Environment. Practicing self-discipline will help you accomplish your goals, but don't close yourself off to the amazing growth you could experience if you meander off the beaten path for a while. Not all those who wander are lost."
leo,2014-08-25,"You may feel as if you're in harmony with your core beliefs now that the pragmatic Virgo New Moon triggers your 2nd House of Self-Worth. However, your strong convictions can pit your will against someone else who is also passionate about his or her beliefs. Don't act so cocky that you miss a perfect opportunity to appreciate a variety of perspectives. Gentle yet persistent self-exploration is exactly what the doctor ordered today; just remember to listen as much as you speak."
virgo,2014-08-25,"You could be entangled in an internal argument about whether to move forward and deepen an existing commitment now or to head off in an entirely new direction. Today's reactive New Moon in your competent sign stimulates your 1st House of Personality, marking a turning point in how you relate to others. Although you may consider making sudden changes, ultimately your analytical approach enables you to see a a myriad of alternative outcomes to your current situation. Entertain all the possibilities before selecting the best one to pursue with unwavering passion."
libra,2014-08-25,"You have a lot to gain by tuning into your imagination today. The orderly Virgo New Moon energizes your 12th House of Fantasy, inspiring you to imagine the most creative scenarios possible. Meanwhile, romantic Venus is busy spicing up your relationship life and fueling your desires. Paradoxically, making a schedule and adhering to it gives you the time to follow your dreams. Excitement abounds now, so it is important to keep centering yourself while anticipating the fun ahead."
scorpio,2014-08-25,"You are often a force to be reckoned with because you are absolutely fixed in your purpose. In fact, you're not likely to bend to someone else's demands today, regardless of the pressure. You have your own trajectory and, if necessary, will fly solo into the future. But self-doubt might surface because the analytical Virgo New Moon intensifies your 11th House of Groups, prompting you to question whether or not you can find satisfaction on your own. Nevertheless, your willingness to break away from the crowd to express your individuality is your current key to success."
sagittarius,2014-08-25,"Your words have such a powerful impact today that you need to be careful how you use them. Today's rational Virgo New Moon occupies your 10th House of Authority, demanding that you acknowledge your role within your community or at your workplace. Others place a lot of stock in what you say now, even if you secretly lack self-confidence. Although exercising caution may be the smartest way to steer clear of trouble, you might be willing to sacrifice peace in order to add more adventure into your life."
capricorn,2014-08-25,"Although your self-restraint is legendary, it may be a struggle to stay out of trouble today. A cosmic drama is playing out in your life as you overcome the obstacles standing between you and success. The Virgo New Moon lands in your 9th House of Adventure, encouraging you to dream of grandiose schemes and exotic places. But a Mars-Saturn hookup requires you to take your foot off the accelerator before you lose control of the wheel. Fortunately, making concrete plans now can better your chances of reaching your destination later on."
aquarius,2014-08-25,"You have more than your fair share of practical thinking to do today if you're in the process of buying a home, car or some other jointly owned property. Don't rush into making any sort of investment on a whim because a promising purchase could quickly turn sour unless you are diligent in your research. The Virgo New Moon stirs your 8th House of Shared Resources, making relationship dynamics more complicated. A calculated risk may work in your advantage, but there are no free lunches now. You must put in the blood, sweat and tears if you want to reap the rewards."
pisces,2014-08-25,"If you are waiting for the right moment to share something that's been on your mind, don't skirt around the edges any longer. You have thought about what you want to say long enough. However, the picky Virgo New Moon's presence in your 7th House of Relationships could indicate that others are overly critical about your words. Thankfully, you can tilt the odds in your favor by being fully prepared for any response. Just be sure to balance your need to be heard with your willingness to take the feedback you receive to heart."
aries,2014-08-26,"Someone you love might seem to throw an obstacle in your path to happiness today. Your very first impulse when you encounter trouble is usually to push, kick and fight with whatever appears to be in your way. Now, however, your anger could make things worse and beating yourself up won't get you anywhere at all. Instead, your healthiest option is to slow down, treat everyone with kindness and learn from the situation rather than trying to power your way through it."
taurus,2014-08-26,"Just as you start to grow comfortable with your place in a relationship, there seems to be a hurdle in your way. You are likely taking yourself way too seriously today, and this sobering tone hampers your spontaneity. Unfortunately, you can't just talk yourself into being lighthearted. Your best course of action now is to stop fighting your emotions. The current cooling of affections you might be experiencing is just a temporary phase. However, the sooner you adjust to the new reality, the quicker your playful attitude will return."
gemini,2014-08-26,"You may be shadowboxing today as you struggle to complete your chores. You strive to focus all your attention on the work at hand, but too many responsibilities make it nearly impossible to finish, even if you put in extra hours. Although you can multitask with the best of them, your schedule can grow overwhelming unless you step back and sort out your priorities. A bit of alone time might be all you need to get back on track."
cancer,2014-08-26,"You are usually hesitant about sharing too much personal information too quickly in a new relationship. Trust is a significant issue for you, especially when you're afraid of being hurt or used by others. Your caution works to your advantage today as reality impedes your forward movement. Reconsider recent events and rethink your current plans. Wait a few more days if possible before announcing your final decision so you have enough time to process your feelings."
leo,2014-08-26,"It takes a lot to bring you strong Lions down, but even a disagreement with someone you love won't keep you down long. Don't get too discouraged if others are judging you harshly. There's little justification in feeling defeated, for today's reactions will have major impact on your immediate future. Keep in mind that you aren't the only person ever to get sent back to the drawing board. Turn your disappointment into an opportunity by carefully re-evaluating and re-adjusting your plans. Your natural resilience is one of your greatest strengths."
virgo,2014-08-26,"Your secret desires might go unfulfilled today, blocking your natural expression of energy. Circumstances could appear rather discouraging, especially if you don't have enough money or resources to follow your dreams. Even if you lower your expectations, you still may feel that nothing is moving along fast enough. Your patience is being tested now more than ever; being grateful for the little things changes your entire perspective."
libra,2014-08-26,"A friend may be on your case for no apparent reason. Or, you might feel a financial squeeze so strongly now that you are ready to scream. Regardless of how you experience Saturn's pressure on your key planet Venus today, there are plenty of things to do to turn the negativity around. Fortunately, you can facilitate positive change by courageously facing issues instead of trying to avoid them. Chin up; even if circumstances seem challenging, something is likely to improve very soon."
scorpio,2014-08-26,"Planning for the future now could seem more like work than play, but this responsible approach doesn't mean you can't enjoy yourself anyhow. Oddly enough, you may not realize how much control you have over your current situation. All you need to do is change your mind and you can take some time off for rest and relaxation before you even know it. A bit of downtime will leave you feeling refreshed and ready for another round. Pace yourself; achieving your goals is more like a marathon than a sprint."
sagittarius,2014-08-26,"You Archers are often so accomplished at seeing the larger picture that sometimes you miss an important detail along the way. Although you may be dealing with the results of your own previous careless behavior, the outcome might not be as bad as you think. But you still have a challenge on your hands if you are going to set things right. Allowing time for meditation and other spiritual practices can help you manage your mundane responsibilities with a healthier attitude and a more compassionate touch."
capricorn,2014-08-26,"When the circumstances start getting tough and the weak of heart surrender, you motivated Mountain Goats are ambitiously scheming to take over the world. However, you may be overwhelmed by your own aspirations now as you begin to realize the complexity of your chosen path. Nevertheless, don't succumb to doubt; tackle any and all obstacles head on. Your optimism will be rewarded as long as you also keep your shoulder to the wheel and never lose sight of your dreams."
aquarius,2014-08-26,"You are preoccupied with the unrealistic expectations of your boss or partner today, which can make you quite frustrated. However, you're more likely to take care of your own needs once you admit you can't miraculously produce what others want in one day. Remember, there's more to life than instant gratification. The finer things are often well worth the wait. Your willingness to compromise makes everyone happier in the long run."
pisces,2014-08-26,"Listening to others now is the key to your success, especially if you lack clarity about your next step. Much of the resistance you're currently meeting may actually be your own, even if it appears to come from someone else. Take any advice you receive today very seriously because it can help you overcome your self-imposed limits. Free your mind and the rest will fall into place."
aries,2014-08-27,"You are more aware of everyone else's needs once the reflective Moon takes up residence in your 7th House of Companions. Putting your desires aside comes naturally now in order to make sure that others are at ease. However, your patience is tested today as flirty Venus teases your key planet Mars, provoking you to be more assertive in your quest for personal satisfaction. Channel your energy into creative pursuits, instead of letting frustration get the best of you. You'll be happier in the long run if you simply let your inner child out to play."
taurus,2014-08-27,"You might believe you have too many chores on your plate today and worry that you cannot possibly finish all of them. Although you intend to meet your obligations, you're also tempted by your wish to spend time with someone special. You have been anxiously waiting for this moment and you're eager to connect on a deeper level. However, being responsible in the outer world is in direct conflict now with fulfilling your desires. Balance is key; make an extra effort to honor your current need for both work and play."
gemini,2014-08-27,"You have been taking life far too seriously long enough and are anticipating nothing but good times today. However, it may not be that simple to escape from the burden of work. The Moon's shift into your 5th House of Frivolity gives you the impression you can temporarily avoid difficult issues. However, bossy Saturn won't let you lighten up too quickly unless you respect your commitments. Don't begrudge the life lessons you're learning now since they will put you in good stead for the exciting opportunities ahead."
cancer,2014-08-27,"You wish you could be more objective today in your pursuit of love, but your strong judgments entangle you in uncomfortable relationship dynamics. You may be able to regain your equilibrium later in the day by remembering to balance your subjectivity with cool logic, but your personal interactions might still be a bit unfulfilling now. Instead of retreating emotionally, tell others what you want. You have to step outside of your comfort zone and express your needs; you'll never know what can happen unless you try."
leo,2014-08-27,"You might assume you missed your recent chance to receive the personal satisfaction that you seek. Acting impulsively may seem like your best strategy now as you grasp for the possibility of pleasure. Nevertheless, sobering Saturn isn't far from the picture today, requiring you to attend to immediate obligations first. Being flexible isn't easy once you've made up your mind, but changing your schedule allows you to accommodate both your emotional and practical needs. A minor modification to your calendar can make all the difference in the world."
virgo,2014-08-27,"Playing hooky sounds like a great idea in theory but it won't be so easy to pull off your plan today. Even if you have a bullet-proof scheme up your sleeve, you still may need to re-evaluate your priorities and save the fun and games for another day. Instead, concentrate your energy on either bringing in additional money or cutting back expenses. Managing your resources efficiently is more important now than the pursuit of pleasure."
libra,2014-08-27,"You can turn a challenging situation to your advantage today. However, you may have to fight to get what you want as resourceful Venus squares off with warrior Mars. Under normal conditions you might choose a peaceful strategy, but you're too impatient now for diplomatic gestures. People seem to be looking to you for solutions, but you're at your wit's end because you don't have any advice to give. Although it feels like your job is to please everyone all the time, it's not. Take the time to figure out your own needs before doing anything else."
scorpio,2014-08-27,"Reaching your destination is an uphill climb if your current direction isn't aligned with your true desires. It may be that your chosen path -- professionally or romantically -- isn't bringing you happiness and you don't know how to change things for the better. Instead of worrying about a lack of emotional fulfillment, focus on what you can do to spread hope and love today. Concentrating on creating positive energy works wonders as it resonates and returns to you many times over."
sagittarius,2014-08-27,"Your responsibilities may seem overwhelming now, but your attitude quickly improves if you simply step back from your work and reassess your long-term goals. This review process isn't about setting a new course of action yet; there will be time for that later. It's sufficient to simply acknowledge that you're being pulled in conflicting directions. Consider several different scenarios without picking any particular one today. Explore your options, but wait to narrow your path until you have more clarity about your destination."
capricorn,2014-08-27,"If you've been in an emotional funk lately, today could be a significant turning point. You might feel as if you're an outsider because your desires deviate significantly from your friends and coworkers, but your priorities are not up for negotiation. Nevertheless, don't let your differences interfere with making important decisions; setting aside your personal feelings is the right thing to do now. However, self-restraint is effective only if it comes from a place of deep conviction and not a sense of obligation. Let your moral compass be your guide."
aquarius,2014-08-27,"You might be wondering if you're doing something wrong because everyone except you seems to be having more fun today. However, the good news is you're making more progress toward achieving your goals than you realize. Whether or not you recognize it yet, you are rounding a corner and will soon be moving in a new direction. Don't let self-doubt creep into your life or you could close down during this critical time. It may take a while to find your balance, so stretch your wings slowly and wait to see where they carry you."
pisces,2014-08-27,"Although close partnerships may be on your mind today, you're not satisfied with simply meeting your commitments. You want to increase the intensity and depth in your intimate interactions, and won't be completely satisfied until you do. But don't place all your hopes in one basket or you could miss out on the possible pleasure that's right in front of your nose. Cultivating your relationships methodically creates the environment necessary for the kind of emotional connections you crave."
aries,2014-08-28,"Your closest friends may get on your nerves today if they won't hurry up and make up their minds. You want answers now and can quickly grow annoyed if your impatience gets the best of you. Much to your chagrin, no one else seems to share your heightened sense of urgency. The whole situation becomes more manageable once you admit that the problem is really about your needs and not about everyone else's shortcomings. Do yourself a favor; lighten up and give others room to be themselves just as you would want in return."
taurus,2014-08-28,"Others might be bewildered by your lack of motivation today, even though you have specific chores that still require your attention. However, you may not feel the need to jump in and take care of your responsibilities before heading out for a little fun. Nevertheless, it's wise to pay attention to your obligations because you can't let loose and enjoy yourself if you don't honor your commitments. However, taking the time to reconnect with your dreams enables you to tap into your passion and inspires you to be your best."
gemini,2014-08-28,"Looking forward to an easygoing day is natural when the Moon is reflecting the needs of your 5th House of Fun and Games. However, there is so much going on in your life now, you may not have sufficient time to pursue the various options for entertainment. But don't take your frustration out on others; even if there's something blocking your progress, it isn't about anyone else's actions. Ultimately, changing your own attitude is the most expedient way to overcome the external resistance you feel today. People are taking their cues from you so lead with your best foot forward."
cancer,2014-08-28,"Although you may not know exactly how to handle a family matter today, your uncertainty does not come from your indifference. To the contrary, you're so preoccupied with events in your personal life that you see all the pros and cons of each possible solution. You might even reach a point of frustration and are tempted to walk away from the whole mess. Don't sell yourself short by quitting; just make the best choice you can, even if you aren't one hundred percent certain about your decision. Any positive action now is better than doing nothing at all."
leo,2014-08-28,"You may choose to play the role of the noble diplomat today, positioning yourself between two other people who are in the throes of a disagreement. Thankfully, you're able to listen to both versions of the story while maintaining your neutrality. Keep in mind, you aren't the final arbiter of truth and justice. Instead, you are more effective now if you can simply help the conflicted parties establish a piece of common ground on which to stand."
virgo,2014-08-28,"You aren't as in touch with your feelings today as you were over the past few days when the evocative Moon was camping out in your sign. Thankfully, your innate critical thinking can lead you in the most sensible direction. However, lowering your high standards is not part of your strategy for success. You don't have to be overly judgmental and say no to nearly every new idea that comes your way; instead, allow for the element of surprise. Embracing the unknown increases the potential for magic to occur."
libra,2014-08-28,"You should be able to continue working toward your personal goals today if you're able to integrate your needs into a social context. The Moon's current visit to your sign might overwhelm you with contradictory feelings. Thankfully, you may be certain enough about your position that you can easily go along with nearly any group decision. Unfortunately, someone could assume that your willingness to yield is a sign of weakness. Don't bother trying to convince others that they are wrong. Keep your integrity intact and those who matter most will shift their assumptions over time."
scorpio,2014-08-28,"You are ready to throw off the shackles of self-restraint and share a secret or two today. However, telling the entire story isn't necessary since you like to keep some things private. However, you certainly don't want to come across as ambivalent, so you might just choose a side and then remain loyal to whatever you pick. Ultimately, it doesn't matter if you are right; what's more important now is that you listen to your heart."
sagittarius,2014-08-28,"Hanging out in the summer sun with your friends sounds like a perfect plan for the day. Happily, connecting with like-minded people is actually nourishment for your soul. However, you're not as eager to relinquish control of your feelings today. Ironically, everyone else might assume you have your life more together than you actually do. This is tricky territory; others may not be willing to help you later on when you really need it if you don't show some vulnerability now. It's great to have fun, but sometimes it's better to just be real."
capricorn,2014-08-28,"You feel as if everyone expects you to pull the right answers out of thin air; however, you're tired of being taken for granted and may not be willing to play their games now. Although you take pride in being an authority figure, you're just not as concerned with choosing one solution over another today. What's most critical now is staying true to your core values; leading by example is the most effective way to get your message across."
aquarius,2014-08-28,"Nearly everything in your life seems to work well up to a point today. Even if you are executing a well-conceived plan, you still must be ready to set it aside if circumstances change suddenly. Instead of attempting to make a sprint for the finish line, take your time and handle any obstacles that pop up along the way. Keep your impatience in check; slow and steady wins the race."
pisces,2014-08-28,"You're interested in getting to the bottom of an emotional issue now that could come between you and the intimacy you seek. However, discussing your attractions and desires is not sufficient to deepen the bond on its own. It's no fun talking  about your feelings when you're scared of losing your rational perspective. Nevertheless, you're standing on safer ground today than you realize, so let your emotions wash over you without any fear of drowning. Exploring your heart isn't always easy but it's the fastest way to break on through to the other side."
aries,2014-08-29,"You could fall for your own story today, even if you know it's not quite true. Your tendency now is to embellish the truth to create the impact you want at work. Unfortunately, your delivery is so convincing, your charming words might get you into more trouble than it's worth. Thankfully, you have the power to monitor what you say before you open your mouth. Enjoy the fruits of your imagination without thinking that you must share everything that comes to mind."
taurus,2014-08-29,"Although you might end up accomplishing a lot today, it's challenging to track your progress unless you establish clear goals from the start. Unfortunately, setting priorities doesn't come easily now and you could quickly exhaust yourself if you don't create sensible limits early in the day. Instead of trying to please everyone, say no to their enticing offers if the opportunities don't support your dreams. Ultimately, you can gain more respect for stating what you can't do than falling short of your unrealistic promises."
gemini,2014-08-29,"You may run into trouble for doing the wrong thing at work today, especially if you act in haste. Unfortunately, your good intentions only carry you so far if you receive ambiguous directions from your boss or some other authority figure. But even without clear guidance, you should be able to find your way as long as you take the time to put things in perspective. Consider all the possibilities before deciding what makes the most sense to do next."
cancer,2014-08-29,"Your natural ability to play it low key allows you to show up at work without revealing too much information about your personal life. Those who know you may believe that they can see the true you, but you might be turning on the charm in order to hide something you don't want to talk about. Nevertheless, your fear of being seen is likely based on a memory of a difficult experience rather than what's unfolding in your present life. Separating the truth from irrational worries frees you from repeating the past."
leo,2014-08-29,"You have a good sense of what you need to do in order to increase your income. However, your plans to make money today are probably less formed than your original idea. Nevertheless, your psychic powers are strong now and you might catch some glimpses of the future, even if they are not as clear as you wish. Be patient; a more practical perspective is already beginning to emerge. Blending your intuition with the facts empowers you to turn your dreams into reality."
virgo,2014-08-29,"You realize that you're in the middle of an internal battle, even if it continues to play out now in the realm of relationships. The ever-radiant Sun encourages you to express the love that's in your heart while its opposition to spiritual Neptune dissipates the boundaries that normally prevent you from going further. If you look to your friends for practical advice, they aren't of much help today because they just tell you to throw caution to the wind. Being brave is surely an admirable trait, but you may end up regretting your actions if you act foolishly."
libra,2014-08-29,"You want everyone to know that you're up for nearly anything the group decides to do today. You may even believe that it's more important now to support your friends and coworkers than it is to further your own personal agenda. Nevertheless, you also hope to enjoy yourself as much as anyone else. There's no need to be so fast to minimize your desires for the sake of the community. Although you're a valuable team player, you still need to establish your personal priorities separate from everyone else's."
scorpio,2014-08-29,"If someone doesn't support your plans today, you might overcompensate by strengthening your resolve. However, it's nearly impossible to understand why everyone else isn't more concerned about the future, and it makes you feel like you have to hold it all together. Instead of attempting to tighten your control on the world around you, it's smarter to loosen the reins for a while and see where journey takes you."
sagittarius,2014-08-29,"You're extra motivated to shine professionally now with the Sun lighting up your 10th House of Status. You believe you're doing a great job and want everyone to know about your superhuman efforts. You may feel as if a new set of priorities is replacing the old list of rules. Don't question your change in direction; just adapt to the shifting currents until you can get your bearings. You can always return to your previous agenda later on if you so choose. In the meantime, ride this wave of cosmic energy as far as you can."
capricorn,2014-08-29,"You might attempt to disregard your ever-changing emotions, but you don't seem to have a lot of control over your feelings now. You can feel the Libra Moon's tug as she diplomatically pulls you one way and then another in a process that ultimately finds the right balance. Let the winds carry you along because attempts to alter their direction may be fruitless. Take scenic routes and detours whenever possible today, for your horizons widen as soon as you step off the beaten path."
aquarius,2014-08-29,"You may be struggling to find your way in a close relationship now, even if everything appears copacetic to everyone else. You want the current tension to dissipate all by itself before messy emotions erupt. But unspoken issues still lurk beneath the surface, like a boogeyman in a nightmare waiting for you to relax and let down your guard. Keep shining the light of your awareness to bring up your fears where they can finally be put to rest."
pisces,2014-08-29,"A door to a beautiful place may open and close faster than you're able to walk through it today. Oddly enough, if you grab onto an opportunity, you still must wait a while until it begins to pay off. It might feel as if you have been here before; somehow, it seems like the wheels of time are turning backward. Nevertheless, keep looking ahead; it's the future that's calling and not the past."
aries,2014-08-30,"There's nothing you enjoy more than starting a new project, but you could run out of steam before you get very far today. You may be tired of spreading your resources too thin, especially if you aren't accomplishing as much as you expected. You don't want to wait another day or two to get back in the driver's seat again but you can't rush events that are beyond your control. Nevertheless, you can set a sustainable pace as you go about your business. There's no point worrying about things you can't change, anyway."
taurus,2014-08-30,"You are wise to get your chores done early in the day because you might be less inclined to work hard later in the afternoon. Don't worry if you fall behind on your original timetable. You can always get back in the groove by reclaiming your center and planting your feet firmly back on the ground. However, you can't depend on others to ride to your rescue now unless you're willing to demonstrate your unwavering commitment to achieving your goals."
gemini,2014-08-30,"Your sense of urgency is not the best indicator of good timing today, especially if you're secretly worried about an approaching deadline. Your natural tendency is to just run off and start something new in order to revitalize your life with some fresh excitement. However, you can't escape now until you finish what's already on your plate. Wait until some stability returns before adding anything else to the mix. In the meantime, simplify your life by tying up as many loose ends as you can."
cancer,2014-08-30,"You're feeling an extra boost of confidence today because you know that you have the final say over your schedule. Although you typically prefer to retreat when life gets hectic, you are eager to engage the energy head-on now. However, you might reach a point when you realize that you have taken on more than you can manage, making these next few days quite an intense ride. In all the whirlwind of activity, one thing is certain now: this could be an awesome chance to experience the full passion of life."
leo,2014-08-30,"You can hold steady in the midst of an emotional storm, even while you're running through a variety of scenarios in anticipation of future events. You are naturally adept at handling intense feelings, but there could be a severe learning curve looming on the horizon. Withdrawing your energy from social activities and refocusing on home and family matters for a few days may be all that's needed to realign your balance. Even you courageous Lions need a bit of downtime to rest and recharge for the challenges of life."
virgo,2014-08-30,"Don't allow any distractions to hook you today or you could quickly be pulled off course. You're inspired by your own dreams and feel as if you are on a mission now, so you may appear quite single-minded to those around you. Passionately engaging  in the creative process is good for your soul, but cool your emotions with sound logic. Don't spend too much energy justifying your actions or you could waste precious time and lose your opportunity to make something wonderful happen."
libra,2014-08-30,"You can try to cling to your neutral position with all your might but something has to give now. You intuitively understand that it's time to make your move once the Moon enters incisive Scorpio today and ambiguity quickly becomes a thing of the past. You know exactly where you stand and have no doubt about your destination. Your strength of conviction could seem out of place, but you feel as if your core values are at stake. Others are wise to follow your lead or just get out of your way."
scorpio,2014-08-30,"It probably takes more effort to bury your feelings today than to just go ahead and express them. The Moon's monthly return to your provocative sign isn't always an easy process because it brings your passions right up to the surface. Your heightened emotions can be rather overwhelming to those around you. However, you have a chance to strengthen a close relationship if you're willing to reveal your heart. Fortunately, intimacy is within reach once you demonstrate your vulnerability and let others past your defenses."
sagittarius,2014-08-30,"You are usually a straight shooter with your feelings, but that doesn't mean you like to dwell on them. You normally prefer to let your actions speak for your heart, but you might actually have something to hide today. If you want to take the focus off of your inner process now, there's plenty of interesting topics to discuss other than your emotions. Talking about recent developments at work or sharing your long-range career objectives reduces the pressure and shifts the emphasis to something less personal."
capricorn,2014-08-30,"It's possible to delay an inevitable confrontation for a day or two, but it isn't advisable if you want to find a peaceful resolution. Suppressing your emotions now could trigger a meltdown so you might as well face them sooner than later. It might seem as if you are hitting the proverbial wall today, but this could be a projection of your inner turmoil. Surprisingly, when you stop trying to control everything in your environment, your stress will  dissipate on its own and you might just discover that your fears are for naught."
aquarius,2014-08-30,"You feel obligated to nurture everyone's goals at work today, but you may have to set aside your own feelings in the process. Unfortunately, it's all too easy for your unexpressed resistance to turn into anger or resentment -- which doesn't help you get along with anyone. Nevertheless, latching onto a ray of hope can be enough to encourage you not to lose confidence. Focusing on the myriad of possibilities ahead just might be enough to keep you in a positive frame of mind."
pisces,2014-08-30,"You may feel energetically reserved today, even if your hopes are pinned to a shooting star that's on its way upward and outward. Nevertheless, your intensity can become disproportionately dramatic when you finally break down and tell your story. Tread carefully; everything doesn't need to come out in the open all at once. This is an emotional journey and if you move along the path gracefully, your gradual metamorphosis will be less stressful for everyone involved. Buckle your seat-belt and enjoy the ride."
